# PR-AUC: 0.5540970394492454
# Recall Precision
0.013333333333333334 1.0
0.05333333333333334 1.0
0.05333333333333334 0.6666666666666666
0.06666666666666667 0.7142857142857143
0.08 0.75
0.09333333333333334 0.7777777777777778
0.10666666666666667 0.8
0.12 0.8181818181818182
0.13333333333333333 0.8333333333333334
0.13333333333333333 0.7692307692307693
0.14666666666666667 0.7857142857142857
0.16 0.8
0.17333333333333334 0.8125
0.18666666666666668 0.8235294117647058
0.2 0.8333333333333334
0.2 0.7894736842105263
0.21333333333333335 0.8
0.22666666666666666 0.8095238095238095
0.24 0.8181818181818182
0.25333333333333335 0.8260869565217391
0.26666666666666666 0.8333333333333334
0.28 0.84
0.29333333333333333 0.8461538461538461
0.30666666666666664 0.8518518518518519
0.30666666666666664 0.8214285714285714
0.32 0.8275862068965517
0.32 0.7058823529411765
0.3333333333333333 0.7142857142857143
0.3333333333333333 0.6944444444444444
0.3466666666666667 0.7027027027027027
0.3466666666666667 0.65
0.36 0.6585365853658537
0.37333333333333335 0.6666666666666666
0.37333333333333335 0.6511627906976745
0.38666666666666666 0.6590909090909091
0.38666666666666666 0.6444444444444445
0.4 0.6521739130434783
0.41333333333333333 0.6595744680851063
0.41333333333333333 0.6458333333333334
0.4266666666666667 0.6530612244897959
0.4266666666666667 0.64
0.44 0.6470588235294118
0.4533333333333333 0.6538461538461539
0.4533333333333333 0.6296296296296297
0.4666666666666667 0.6363636363636364
0.48 0.6428571428571429
0.48 0.6101694915254238
0.49333333333333335 0.6166666666666667
0.49333333333333335 0.6065573770491803
0.5066666666666667 0.6129032258064516
0.5066666666666667 0.6031746031746031
0.52 0.609375
0.52 0.5735294117647058
0.5333333333333333 0.5797101449275363
0.5333333333333333 0.5333333333333333
0.5466666666666666 0.5394736842105263
0.5466666666666666 0.5324675324675324
0.56 0.5384615384615384
0.5733333333333334 0.5443037974683544
0.5733333333333334 0.5375
0.5866666666666667 0.5432098765432098
0.5866666666666667 0.5116279069767442
0.6 0.5172413793103449
0.6133333333333333 0.5227272727272727
0.6133333333333333 0.5168539325842697
0.6266666666666667 0.5222222222222223
0.6266666666666667 0.4392523364485981
0.64 0.4444444444444444
0.64 0.4247787610619469
0.6533333333333333 0.4298245614035088
0.6666666666666666 0.43478260869565216
0.6666666666666666 0.43103448275862066
0.68 0.4358974358974359
0.6933333333333334 0.4406779661016949
0.7066666666666667 0.44537815126050423
0.7066666666666667 0.4380165289256198
0.72 0.4426229508196721
0.7333333333333333 0.44715447154471544
0.7466666666666667 0.45161290322580644
0.7466666666666667 0.417910447761194
0.76 0.4222222222222222
0.76 0.40714285714285714
0.7733333333333333 0.41134751773049644
0.7733333333333333 0.3240223463687151
0.7866666666666666 0.3277777777777778
0.7866666666666666 0.28095238095238095
0.8 0.2843601895734597
0.8 0.2764976958525346
0.8133333333333334 0.2798165137614679
0.8133333333333334 0.244
0.8266666666666667 0.24701195219123506
0.8266666666666667 0.23134328358208955
0.84 0.2342007434944238
0.84 0.21283783783783783
0.8533333333333334 0.21548821548821548
0.8533333333333334 0.2119205298013245
0.8666666666666667 0.2145214521452145
0.8666666666666667 0.21035598705501618
0.88 0.2129032258064516
0.88 0.21153846153846154
0.8933333333333333 0.21405750798722045
0.8933333333333333 0.18980169971671387
0.9066666666666666 0.192090395480226
0.9066666666666666 0.18478260869565216
0.92 0.18699186991869918
0.92 0.17829457364341086
0.9333333333333333 0.18041237113402062
0.9333333333333333 0.13157894736842105
0.9466666666666667 0.13320825515947468
0.9466666666666667 0.08304093567251462
0.96 0.08411214953271028
0.96 0.06504065040650407
0.9733333333333334 0.06588447653429604
0.9733333333333334 0.05423476968796434
0.9866666666666667 0.05493689680772086
0.9866666666666667 0.047527296082209375
1.0 0.04813863928112965
1.0 0.0
