learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,prediction error (average),true changes,delay detection (average),true changes detected,input values,model training instances,model serialized size (bytes)
230.0,0.023432542,5.23758128285408E-11,230.0,0.0,0.0,0.30758086242918226,0.0,?,0.0,0.2,230.0,8640.0
240.0,0.024226655,5.415079370141029E-11,240.0,0.0,0.0,0.30785840796613584,0.0,?,0.0,0.2,240.0,8640.0
250.0,0.024998661,5.587636157870292E-11,250.0,0.0,0.0,0.3105808920548431,0.0,?,0.0,0.2,250.0,8640.0
260.0,0.025807633,5.768455490469932E-11,260.0,0.0,0.0,0.31560124063516026,0.0,?,0.0,0.2,260.0,8640.0
270.0,0.02662502,5.951155722141266E-11,270.0,0.0,0.0,0.3158621008564906,0.0,?,0.0,0.2,270.0,8640.0
280.0,0.027446955,6.134872511029243E-11,280.0,0.0,0.0,0.31396344892746786,0.0,?,0.0,0.2,280.0,8640.0
290.0,0.028216218,6.306816190481186E-11,290.0,0.0,0.0,0.31628416455060465,0.0,?,0.0,0.2,290.0,8640.0
300.0,0.028987214,6.479147225618363E-11,300.0,0.0,0.0,0.31650089361268874,0.0,?,0.0,0.2,300.0,8640.0
310.0,0.029749723,6.649581268429756E-11,310.0,0.0,0.0,0.3167131795036962,0.0,?,0.0,0.2,310.0,8640.0
320.0,0.030493121,6.815743669867515E-11,320.0,0.0,0.0,0.3187721281637851,0.0,?,0.0,0.2,320.0,8640.0
330.0,0.031263803,6.988004520535468E-11,330.0,0.0,0.0,0.3207248795658641,0.0,?,0.0,0.2,330.0,8640.0
340.0,0.032026872,7.15856373310089E-11,340.0,0.0,0.0,0.3225747210404279,0.0,?,0.0,0.2,340.0,8640.0
350.0,0.032731907,7.316151335835456E-11,350.0,0.0,0.0,0.3210420434300804,0.0,?,0.0,0.2,350.0,8640.0
360.0,0.033744798,7.542550116777419E-11,360.0,0.0,0.0,0.32278385887835537,0.0,?,0.0,0.2,360.0,8640.0
370.0,0.03490564,7.802018523216246E-11,370.0,0.0,0.0,0.31969558565726386,0.0,?,0.0,0.2,370.0,8640.0
380.0,0.035885341,8.020998761057852E-11,380.0,0.0,0.0,0.3166233120446336,0.0,?,0.0,0.2,380.0,8640.0
390.0,0.036620078,8.185225278139113E-11,390.0,0.0,0.0,0.31516356745970237,0.0,?,0.0,0.2,390.0,8640.0
400.0,0.037351356,8.348678648471831E-11,400.0,0.0,0.0,0.3121643313894511,0.0,?,0.0,0.2,400.0,8640.0
410.0,0.037975693,8.48822884261608E-11,410.0,0.0,0.0,0.31376449949539087,0.0,?,0.0,0.2,410.0,8640.0
420.0,0.038590242,8.625591248273848E-11,420.0,0.0,0.0,0.3138426609707355,0.0,?,0.0,0.2,420.0,8640.0
430.0,0.039178687,8.757118955254553E-11,430.0,0.0,0.0,0.31247972766519383,0.0,?,0.0,0.2,430.0,8640.0
440.0,0.039773614,8.890095502138137E-11,440.0,0.0,0.0,0.31258731455258054,0.0,?,0.0,0.2,440.0,8640.0
450.0,0.04037174,9.023787081241606E-11,450.0,0.0,0.0,0.31543089552445425,0.0,?,0.0,0.2,450.0,8640.0
460.0,0.040996463,9.163423553109167E-11,460.0,0.0,0.0,0.31814943333384305,0.0,?,0.0,0.2,460.0,8640.0
470.0,0.041529976,9.282673001289366E-11,470.0,0.0,0.0,0.3207675004460235,0.0,?,0.0,0.2,470.0,8640.0
480.0,0.042100292,9.410148561000822E-11,480.0,0.0,0.0,0.32085560647681943,0.0,?,0.0,0.2,480.0,8640.0
490.0,0.042656322,9.534430950880049E-11,490.0,0.0,0.0,0.32213819875922545,0.0,?,0.0,0.2,490.0,8640.0
500.0,0.043207408,9.65760827064514E-11,500.0,0.0,0.0,0.3210080516729197,1.0,0.0,0.0,0.2,500.0,8640.0
510.0,0.04375417,9.779819101095197E-11,510.0,0.0,0.0,0.32337630199916423,1.0,0.0,0.0,0.21000000000000002,510.0,8640.0
520.0,0.044407336,9.925813078880307E-11,520.0,0.0,0.0,0.32230243308232903,1.0,0.0,0.0,0.22,520.0,8640.0
530.0,0.044999239,1.0058113709092137E-10,530.0,0.0,0.0,0.32235107169511124,1.0,0.0,0.0,0.23,530.0,8640.0
540.0,0.045589961,1.0190150365233419E-10,540.0,0.0,0.0,0.3223881069492874,1.0,0.0,0.0,0.24000000000000002,540.0,8640.0
550.0,0.046124549,1.0309640094637868E-10,550.0,0.0,0.0,0.3224144959436328,1.0,0.0,0.0,0.25,550.0,8640.0
560.0,0.046641725,1.0425237938761709E-10,560.0,0.0,0.0,0.32349836449914365,1.0,0.0,0.0,0.26,560.0,8640.0
570.0,0.047141709,1.053699307143688E-10,570.0,0.0,0.0,0.3255953505830259,1.0,0.0,0.0,0.27,570.0,8640.0
580.0,0.047651285,1.0650892183184621E-10,580.0,0.0,1.0,0.3276258609308695,1.0,0.0,0.0,0.28,580.0,8640.0
590.0,0.048151563,1.0762713029980658E-10,590.0,0.0,1.0,0.32862513668776616,1.0,0.0,0.0,0.29000000000000004,590.0,8640.0
600.0,0.048663727,1.0877190604805944E-10,600.0,0.0,1.0,0.3286556570079656,1.0,0.0,0.0,0.30000000000000004,600.0,8640.0
610.0,0.049172362,1.0990879386663435E-10,610.0,0.0,1.0,0.32962635974774634,1.0,0.0,0.0,0.31,610.0,8640.0
620.0,0.049693442,1.1107349842786787E-10,620.0,0.0,1.0,0.3323742382199284,1.0,0.0,0.0,0.32,620.0,8640.0
630.0,0.050234912,1.1228377819061277E-10,630.0,0.0,1.0,0.3341588174666311,1.0,0.0,0.0,0.33,630.0,8640.0
640.0,0.050754793,1.1344580277800558E-10,640.0,0.0,1.0,0.3367515550285646,1.0,0.0,0.0,0.34,640.0,8640.0
650.0,0.051306704,1.1467941999435422E-10,650.0,0.0,1.0,0.3384252342106805,1.0,0.0,0.0,0.35,650.0,8640.0
660.0,0.051840234,1.1587195247411726E-10,660.0,0.0,1.0,0.3392542673369957,1.0,0.0,0.0,0.36,660.0,8640.0
670.0,0.052384117,1.1708762571215626E-10,670.0,0.0,1.0,0.3392717555168767,1.0,0.0,0.0,0.37,670.0,8640.0
680.0,0.052915224,1.1827474236488338E-10,680.0,0.0,1.0,0.3400658068479264,1.0,0.0,0.0,0.38,680.0,8640.0
690.0,0.053418288,1.1939917802810664E-10,690.0,0.0,1.0,0.34162039304171166,1.0,0.0,0.0,0.39,690.0,8640.0
700.0,0.053916316,1.2051235735416406E-10,700.0,0.0,1.0,0.3423775070173693,1.0,0.0,0.0,0.4,700.0,8640.0
710.0,0.05440814,1.216116696596145E-10,710.0,0.0,1.0,0.3416261372772606,1.0,0.0,0.0,0.41000000000000003,710.0,8640.0
720.0,0.054922976,1.2276241779327388E-10,720.0,0.0,1.0,0.34162150463617547,1.0,0.0,0.0,0.42000000000000004,720.0,8640.0
730.0,0.055443644,1.2392620146274562E-10,730.0,0.0,1.0,0.3452303599456586,1.0,0.0,0.0,0.43000000000000005,730.0,8640.0
740.0,0.055995447,1.2515957728028293E-10,740.0,1.0,1.0,0.3472215598844149,1.0,235.0,1.0,0.44,740.0,8640.0
750.0,0.056503072,1.2629420757293697E-10,750.0,1.0,1.0,0.3495012630952801,1.0,235.0,1.0,0.45,750.0,8640.0
760.0,0.05701405,1.2743633240461346E-10,760.0,1.0,1.0,0.35139981589702357,1.0,235.0,1.0,0.46,760.0,8640.0
770.0,0.057495414,1.2851226478815076E-10,770.0,1.0,1.0,0.3532410298277147,1.0,235.0,1.0,0.47000000000000003,770.0,8640.0
780.0,0.057995416,1.2962985634803768E-10,780.0,1.0,1.0,0.3547219756117185,1.0,235.0,1.0,0.48000000000000004,780.0,8640.0
790.0,0.058491622,1.3073896318674084E-10,790.0,1.0,1.0,0.35604878823789565,1.0,235.0,1.0,0.49,790.0,8640.0
800.0,0.059000135,1.318755783140659E-10,800.0,1.0,1.0,0.358164072928871,1.0,235.0,1.0,0.5,800.0,8640.0
810.0,0.059481147,1.3295072391629216E-10,810.0,1.0,1.0,0.3599716300934148,1.0,235.0,1.0,0.51,810.0,8640.0
820.0,0.0599527,1.3400472700595852E-10,820.0,1.0,1.0,0.3617108526313236,1.0,235.0,1.0,0.52,820.0,8640.0
830.0,0.060403402,1.3501212447881695E-10,830.0,1.0,1.0,0.3636593574896313,1.0,235.0,1.0,0.53,830.0,8640.0
840.0,0.060860854,1.3603460937738416E-10,840.0,1.0,1.0,0.3654477257769855,1.0,235.0,1.0,0.54,840.0,8640.0
850.0,0.061314063,1.3704761043190952E-10,850.0,1.0,1.0,0.36708922004154576,1.0,235.0,1.0,0.55,850.0,8640.0
860.0,0.061796077,1.381249956786632E-10,860.0,1.0,1.0,0.368658657223087,1.0,235.0,1.0,0.56,860.0,8640.0
870.0,0.062275637,1.3919689580798143E-10,870.0,1.0,1.0,0.3701900461076188,1.0,235.0,1.0,0.5700000000000001,870.0,8640.0
880.0,0.062727284,1.402064055204391E-10,880.0,1.0,1.0,0.3716216028166025,1.0,235.0,1.0,0.5800000000000001,880.0,8640.0
890.0,0.063176196,1.4120980203151698E-10,890.0,2.0,1.0,0.3731410947155411,1.0,235.0,1.0,0.5900000000000001,890.0,8640.0
900.0,0.063618836,1.4219917953014368E-10,900.0,2.0,1.0,0.3746882042547027,1.0,235.0,1.0,0.6000000000000001,900.0,8640.0
910.0,0.064079431,1.4322868958115571E-10,910.0,2.0,1.0,0.37619912277695855,1.0,235.0,1.0,0.6100000000000001,910.0,8640.0
920.0,0.064503705,1.4417701587080948E-10,920.0,2.0,1.0,0.37750422850758475,1.0,235.0,1.0,0.62,920.0,8640.0
930.0,0.065005393,1.4529837593436234E-10,930.0,2.0,1.0,0.37835009189436697,1.0,235.0,1.0,0.63,930.0,8640.0
940.0,0.065497096,1.4639741778373712E-10,940.0,2.0,1.0,0.37924785383410575,1.0,235.0,1.0,0.64,940.0,8640.0
950.0,0.066002168,1.4752634167671197E-10,950.0,2.0,1.0,0.38003598076022754,1.0,235.0,1.0,0.65,950.0,8640.0
960.0,0.066538282,1.4872464984655374E-10,960.0,2.0,1.0,0.3810513569230983,1.0,235.0,1.0,0.66,960.0,8640.0
970.0,0.067184651,1.5016939714550967E-10,970.0,2.0,1.0,0.3823237154132417,1.0,235.0,1.0,0.67,970.0,8640.0
980.0,0.067817987,1.5158501341938967E-10,980.0,2.0,1.0,0.38307527390254453,1.0,235.0,1.0,0.6799999999999999,980.0,8640.0
990.0,0.068352455,1.5277964249253268E-10,990.0,2.0,1.0,0.3834932560363848,1.0,235.0,1.0,0.69,990.0,8640.0
1000.0,0.068872729,1.5394254550337787E-10,1000.0,2.0,1.0,0.38412247607397115,1.0,235.0,1.0,0.7,1000.0,8640.0
