Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-numCluster;0-numClasses;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-numCluster;1-numClasses;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
17;;0.5711196187185866;-1.0;0.28220435110364384;-1.0;0.9291666666666668;100.0;2.0;;;;;;8.7453169035184;0.5382350171980745;0.5763910975251316;-1.0;0.45898112234528887;-1.0;0.975;100.0;2.0;;;;;;9.857759263792257;0.3840168753431699;
18;;0.6363053184358627;-1.0;0.45161771506737136;-1.0;0.9898989898989898;100.0;2.0;;;;;;11.296000309576101;0.5391139533905306;0.6165718886012485;-1.0;0.3918821120798357;-1.0;0.9625;100.0;2.0;;;;;;8.747251204284755;0.3298993649163334;
19;;0.6475133916045726;-1.0;0.3741145799322788;-1.0;0.9821428571428571;100.0;2.0;;;;;;10.732131231894723;0.5135098974257332;0.5748784028451067;-1.0;0.5655848577680253;-1.0;0.9907407407407407;100.0;2.0;;;;;;8.874654206713053;0.23734146201864031;
20;;0.6270433303032759;-1.0;0.4201163006980677;-1.0;0.969298245614035;100.0;2.0;;;;;;11.672166313149756;0.47966101517704024;0.6165533220657633;-1.0;0.47209531270416905;-1.0;0.992063492063492;100.0;2.0;;;;;;9.882163643619423;0.2815707466931251;
21;;0.6796487202456873;-1.0;0.13291649837075703;-1.0;0.9795454545454546;100.0;2.0;;;;;;12.626982096050888;0.5374325202514066;0.6025385666931511;-1.0;0.42744957337039213;-1.0;0.9649122807017545;100.0;2.0;;;;;;9.834378039006015;0.2504202361163357;
22;;0.6709126620477477;-1.0;0.24452637214439243;-1.0;0.9625;100.0;2.0;;;;;;11.219216962848824;0.6477333297161083;0.6002672334434539;-1.0;0.47645256613337916;-1.0;0.9914529914529914;100.0;2.0;;;;;;9.289852772333505;0.36970847406727314;
23;;0.5552160646935531;-1.0;0.6563094348733419;-1.0;0.9531746031746031;100.0;2.0;;;;;;14.83929250047263;0.3495595895014888;0.5616390338797375;-1.0;0.595248616786814;-1.0;1.0;100.0;2.0;;;;;;11.372525247955956;0.505868771232528;
24;;0.6245963673853185;-1.0;0.5615078711947978;-1.0;0.9423076923076923;100.0;2.0;;;;;;18.005450989920202;0.590862671559141;0.6026763059454794;-1.0;0.46724636239882433;-1.0;0.9912280701754386;100.0;2.0;;;;;;9.606653617283486;0.4198655960854124;
25;;0.624756277175768;-1.0;0.41993686107120776;-1.0;0.9755747126436781;100.0;2.0;;;;;;12.614395435728701;0.6640739101874366;0.5940615795612165;-1.0;0.42153378123347185;-1.0;0.9875;100.0;2.0;;;;;;6.649279334134078;0.5298761459706808;
26;;0.6457904803997118;-1.0;0.32822883144809545;-1.0;0.9342592592592592;100.0;2.0;;;;;;10.322064996219066;0.5633612597939078;0.6283139013917091;-1.0;0.34793208209197346;-1.0;0.9746376811594202;100.0;2.0;;;;;;7.52096681176385;0.37916355261041007;
27;;0.6965234154145401;-1.0;0.261700449704511;-1.0;0.9897435897435898;100.0;2.0;;;;;;13.02190357324525;0.6441928715094105;0.6133607299238619;-1.0;0.3247342465926364;-1.0;0.9948979591836735;100.0;2.0;;;;;;8.380870614279715;0.3912474576599722;
28;;0.594423292343132;-1.0;0.6170225950882244;-1.0;1.0;100.0;2.0;;;;;;21.70991827867049;0.6431874237768036;0.6285114673280456;-1.0;0.2563127947186765;-1.0;1.0;100.0;2.0;;;;;;10.207199415234964;0.5396303055688205;
29;;0.633228642479134;-1.0;0.40328333321382137;-1.0;0.9903846153846154;100.0;2.0;;;;;;23.480948733568038;0.8030192769315708;0.6157247934760532;-1.0;0.22516702400016209;-1.0;0.9761904761904763;100.0;2.0;;;;;;9.210235123270834;0.5736443855020678;
30;;0.7349311814304111;0.17167670771262156;-0.011764152561510421;-0.025259192173880785;0.9519607843137255;100.0;2.0;;;;;;19.154132733879887;0.7840971651781765;0.6489552347423952;-1.0;0.2961448926013863;-1.0;1.0;100.0;2.0;;;;;;7.49383897945792;0.4286708897122341;
31;;0.7059829333780314;0.04761116094042783;0.11665421933016684;0.0676228040474427;0.9490740740740741;100.0;2.0;;;;;;15.747337119647629;0.7473035169226557;0.6014955986690735;-1.0;0.3669068363804159;-1.0;1.0;100.0;2.0;;;;;;7.514405989736423;0.5099388921658238;
32;;0.6850617129064216;0.06403527959334443;0.08948377713581579;0.07465025919315822;0.947008547008547;100.0;2.0;;;;;;13.183342083423526;0.639591047245128;0.6104824694738392;-1.0;0.3932464121561745;-1.0;0.99;100.0;2.0;;;;;;7.933292795000046;0.2797714557091388;
33;;0.6354399908511951;-1.0;0.3849741611976576;-1.0;0.9076984126984127;100.0;2.0;;;;;;15.609808841000634;0.5351734383748875;0.572300860179675;-1.0;0.6300445954956797;-1.0;1.0;100.0;2.0;;;;;;7.210144870408348;0.3239472859922975;
34;;0.6256066602507752;-1.0;0.465330193371599;-1.0;0.9135802469135802;100.0;2.0;;;;;;14.937323562887544;0.5212484086519137;0.6135277870887026;-1.0;0.2662497423859377;-1.0;0.96875;100.0;2.0;;;;;;8.605774384821359;0.46265440634671956;
35;;0.6544348305024819;-1.0;0.3977877789457328;-1.0;0.99;100.0;2.0;;;;;;18.543145701816456;0.518091799226179;0.6315835346571389;-1.0;0.3719127686051139;-1.0;0.9534883720930233;100.0;2.0;;;;;;8.865078166408146;0.28343137194283247;
36;;0.7246242312275446;-1.0;0.13886932924751594;-1.0;0.9301801801801803;100.0;2.0;;;;;;14.503305604697566;0.6176329129582003;0.6318104254274512;-1.0;0.3605283898343006;-1.0;0.9473684210526315;100.0;2.0;;;;;;9.692048558023375;0.480994219122483;
37;;0.6902188856006228;-1.0;0.38093868128311337;-1.0;0.9754901960784315;100.0;2.0;;;;;;17.657255833448264;0.5494974201675317;0.6590738302252179;-1.0;0.23556644053861986;-1.0;0.9797872340425531;100.0;2.0;;;;;;11.564751911074733;0.4595914056904603;
38;;0.754097848200648;0.0867479532229336;0.08346272771644758;0.08507363650561237;0.9409909909909909;100.0;2.0;;;;;;14.670586385060009;0.7178565610166042;0.6512380686773627;-1.0;0.4393402062546874;-1.0;0.9918699186991871;100.0;2.0;;;;;;7.3532339696504705;0.42397840903236755;
39;;0.7238247705434637;0.17183466275018655;0.0010550022858474284;0.0020971289631625443;0.9224806201550388;100.0;2.0;;;;;;14.473077706439815;0.6435675720140914;0.6191490303180287;-1.0;0.4031210778225235;-1.0;0.9767441860465116;100.0;2.0;;;;;;9.90412515576072;0.40810055579539734;
40;;0.6797818963878972;-1.0;0.2202337459145165;-1.0;0.8949074074074075;100.0;2.0;;;;;;15.93997777312726;0.48500408046171994;0.6146549041155617;-1.0;0.4140574554474773;-1.0;0.981060606060606;100.0;2.0;;;;;;9.300917801414437;0.35972048883450125;
41;;0.6980980789372306;-1.0;0.36771886108907337;-1.0;0.9343434343434343;100.0;2.0;;;;;;13.850781159185928;0.5394527330431285;0.5879344561015054;-1.0;0.4535622870499513;-1.0;0.9875;100.0;2.0;;;;;;7.590038166989877;0.4027540606047828;
42;;0.5927943762925981;-1.0;0.7102967629685235;-1.0;0.9523809523809523;100.0;2.0;;;;;;18.305494849174558;0.4100364472926552;0.621434185282915;-1.0;0.5310432549187268;-1.0;1.0;100.0;2.0;;;;;;10.876875405284816;0.3975642205291756;
43;;0.7062879013120769;0.12560049059045564;0.03767982015439175;0.057969070185654184;0.9508692365835223;100.0;2.0;;;;;;11.720869660161597;0.5916930744723518;0.6148736382771773;-1.0;0.47290440283159596;-1.0;0.9428571428571428;100.0;2.0;;;;;;9.074707278596174;0.26902041001547305;
44;;0.7167923070715905;-1.0;0.17370680673777705;-1.0;0.9503703703703703;100.0;2.0;;;;;;9.197531214864934;0.568740689327128;0.6240938797031936;-1.0;0.4363375302820677;-1.0;0.9932432432432432;100.0;2.0;;;;;;7.2734171534115335;0.4935516785376983;
