Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
31;;0.9936591235040084;0.9996741129949125;-8.154107004154298;-1.0;1.0;;;;;;0.0016787571289999977;0.0;1.0;1.0;-8.158954057060644;-1.0;1.0;;;;;;0.0;0.0;
32;;0.9661255961553529;0.9962724155767092;-7.7768907913881264;-1.0;1.0;;;;;;0.09666581729299999;0.0;1.0;1.0;-8.024435537995686;-1.0;1.0;;;;;;0.0;0.0;
33;;0.9723293920705385;0.9990505533326794;-8.284718663086885;-1.0;1.0;;;;;;0.068552058921;0.0;1.0;1.0;-8.36486311904169;-1.0;1.0;;;;;;0.0;0.0;
34;;0.9960971754580084;1.0;-8.072877527708833;-1.0;1.0;;;;;;0.03439169896800002;0.0;1.0;1.0;-8.149318490387959;-1.0;1.0;;;;;;0.0;0.0;
35;;0.994100494311171;1.0;-9.138181746350652;-1.0;1.0;;;;;;0.02257291616;0.0;1.0;1.0;-9.216388507481806;-1.0;1.0;;;;;;0.0;0.0;
36;;0.99180339242106;1.0;-8.6130596716804;-1.0;1.0;;;;;;0.018308166116000002;0.0;1.0;1.0;-8.659071953892045;-1.0;1.0;;;;;;0.0;0.0;
37;;0.997047259317115;1.0;-8.77847274641886;-1.0;1.0;;;;;;0.00694729758900001;0.0;1.0;1.0;-8.78713208061474;-1.0;1.0;;;;;;0.0;0.0;
38;;0.9881594086015795;1.0;-7.979781327818568;-1.0;1.0;;;;;;0.008756594542000002;0.0;1.0;1.0;-7.995337095936989;-1.0;1.0;;;;;;0.0;0.0;
39;;0.9900296135151015;1.0;-8.00712712489661;-1.0;1.0;;;;;;0.01834453322199999;0.0;1.0;1.0;-8.05051242297679;-1.0;1.0;;;;;;0.0;0.0;
40;;0.9994024244920792;1.0;-7.985490416651285;-1.0;1.0;;;;;;0.004408128623999999;0.0;1.0;1.0;-7.993512675524299;-1.0;1.0;;;;;;0.0;0.0;
41;;1.0;1.0;-7.9668196033580205;-1.0;1.0;;;;;;0.0;0.0;1.0;1.0;-7.9668196033580205;-1.0;1.0;;;;;;0.0;0.0;
42;;1.0;1.0;-8.001163351162365;-1.0;1.0;;;;;;0.0;0.0;1.0;1.0;-8.001163351162365;-1.0;1.0;;;;;;0.0;0.0;
43;;0.9994867416409046;1.0;-8.496411600242224;-1.0;1.0;;;;;;0.005620372652999998;0.0;1.0;1.0;-8.508653656395188;-1.0;1.0;;;;;;0.0;0.0;
44;;0.9554534823410017;0.9944569658852812;-7.873733823059327;-1.0;1.0;;;;;;0.07912502429500001;0.0;1.0;1.0;-8.135356799740038;-1.0;1.0;;;;;;0.0;0.0;
