Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
0;;0.9476663236129397;0.9931423650777128;-7.633460957296439;-1.0;1.0;;;;;;1.6293395871069866E-28;0.0;0.5466280873915248;-1.0;0.5759896141786004;-1.0;0.9595959595959597;;;;;;2.611035439847459;0.25284351928678284;
1;;0.6330570935890802;0.930160324086032;-5.463090636311651;-1.0;1.0;;;;;;0.2829793407935317;0.003089549989071849;0.4940021144397482;-1.0;0.6381338778698146;-1.0;1.0;;;;;;5.554669323200416;0.15106161024451353;
2;;0.5032538512107001;0.19553197313899318;-0.04427476740365832;-0.11446902762246278;0.9947916666666666;;;;;;0.45117251334950453;0.021621101469229298;0.6105013868887142;-1.0;0.2952094052233246;-1.0;0.9519230769230769;;;;;;2.2822270604873967;0.2998880947730054;
3;;0.540775474577182;0.17792658108958948;-0.007729844063230962;-0.016161822495026384;1.0;;;;;;1.0945216729763068;0.01934083534699582;0.5750758934494746;-1.0;0.45412842053820335;-1.0;0.9761904761904762;;;;;;3.670216933710745;0.2837909690519056;
4;;0.5653451386626849;0.36739909026476614;-0.27981282996150303;-2.3474681717501276;0.9956140350877193;;;;;;0.4420864782549709;0.016851120713626433;0.5670828043003991;-1.0;0.49853344544518297;-1.0;0.9871794871794872;;;;;;2.43019597465868;0.23358917724362294;
5;;0.5947753048285365;0.7027532203582372;-1.4026766083382611;-1.0;0.9977973568281938;;;;;;0.4096973703055973;0.014508143226327763;0.5335116396413673;-1.0;0.5270161529955779;-1.0;0.9868421052631579;;;;;;3.528960792263361;0.2951598586276848;
6;;0.5341860199350452;0.4458779616271139;-0.4209033783138503;-15.02900272733487;1.0;;;;;;0.39623592597205226;0.05566805221044463;0.5701920974914465;-1.0;0.43058121181141207;-1.0;0.9651162790697675;;;;;;1.9008347262073177;0.29504186948609357;
7;;0.5084408770033924;-1.0;0.23815395333377454;-1.0;0.9855072463768116;;;;;;0.5877772703524546;0.07987585792326435;0.5842773973266336;-1.0;0.3925385501475884;-1.0;0.9469696969696969;;;;;;1.8552878235715586;0.3562902639145651;
8;;0.545881262654978;-1.0;0.3434208419533459;-1.0;0.9915254237288136;;;;;;0.5600655384047492;0.12099663233664315;0.55093690373253;-1.0;0.5971785265486306;-1.0;0.967741935483871;;;;;;1.8579575859560111;0.3539233070348606;
9;;0.5772858191725465;0.2524014314945492;-0.09836484606700147;-0.32235754755456997;0.9862542955326461;;;;;;0.5232032639048442;0.12829210257108736;0.5416711063663626;-1.0;0.5868145767583363;-1.0;0.9135802469135802;;;;;;2.245166845291656;0.3993628895140969;
10;;0.5910890797859998;0.3037005524395514;-0.18236882988447412;-0.9129601594261991;0.9696969696969697;;;;;;0.5083370917534904;0.1854902736349145;0.5724652190640889;-1.0;0.4722174702551454;-1.0;0.9625;;;;;;1.9430077456402761;0.3258543332183236;
11;;0.5841844352884493;-1.0;0.1944195439689571;-1.0;0.9838709677419355;;;;;;8.41366788511042;0.2551261188621753;0.6026568941244623;-1.0;0.22899074016936516;-1.0;0.9741379310344828;;;;;;7.521020486921504;0.362300721476674;
12;;0.638327003434112;-1.0;0.34476120473009;-1.0;0.8059523809523809;;;;;;12.478499687043811;0.6222899869148837;0.6114148159792169;-1.0;0.16582788386123726;-1.0;0.9101307189542485;;;;;;2.2720547220181793;0.4748041369718567;
13;;0.6511809625160307;-1.0;0.29851165632571;-1.0;0.8807971014492754;;;;;;12.7892923043675;0.7296069767942195;0.5737617378407514;-1.0;0.43827982645772745;-1.0;0.9761904761904762;;;;;;2.404359805772812;0.3847996009251492;
14;;0.6824132674860556;-1.0;0.13419236469737927;-1.0;0.8952813852813852;;;;;;10.998988334228823;0.7162726663265248;0.5614498759112685;-1.0;0.543946808137771;-1.0;0.9774774774774776;;;;;;2.4519093175127575;0.21263459459849465;
