Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-numCluster;0-numClasses;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-numCluster;1-numClasses;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
13;;0.5350351523904477;-1.0;0.5893824950117599;-1.0;0.5903614457831325;2.0;2.0;;;;;;1126.794349413979;1.0;0.5228055902155788;-1.0;0.6264169624996293;-1.0;0.6756756756756757;2.0;2.0;;;;;;1140.3158844515985;1.0;
14;;0.5371921121150638;-1.0;0.5751946234842273;-1.0;0.6470588235294118;2.0;2.0;;;;;;1116.983847837787;1.0;0.6796083499714605;-1.0;0.6752687483951536;-1.0;0.6798336798336798;2.0;2.0;;;;;;1155.2954057424204;0.9177977487294547;
15;;0.5523316580569964;-1.0;0.6242488977176904;-1.0;0.6338028169014085;2.0;2.0;;;;;;1115.37505540129;1.0;0.669667234861371;-1.0;0.7630566239679067;-1.0;0.8221153846153846;2.0;2.0;;;;;;1155.9562328538966;0.936336827312551;
16;;0.5290511127942275;-1.0;0.6269638003812035;-1.0;0.8405797101449275;2.0;2.0;;;;;;1111.2861180358614;1.0;0.6607613384977614;-1.0;0.6589359700793638;-1.0;0.7424749163879598;2.0;2.0;;;;;;1155.1904785670968;0.9318640552898735;
17;;0.530872708759899;-1.0;0.6186896447396748;-1.0;0.7123287671232876;2.0;2.0;;;;;;1136.3561326020408;1.0;0.727197330519396;-1.0;0.2402255211418559;-1.0;0.5810810810810811;2.0;2.0;;;;;;1188.6830440009162;0.8983905428691779;
18;;0.5345348493275829;-1.0;0.6321461705924907;-1.0;0.5538461538461539;2.0;2.0;;;;;;1152.00221998088;1.0;0.7261136219170794;-1.0;0.33220111594394686;-1.0;0.6617344312918167;2.0;2.0;;;;;;1209.997055439235;0.9033499572340125;
19;;0.5330785721014202;-1.0;0.6783836818020633;-1.0;0.6101694915254238;2.0;2.0;;;;;;1172.6463244535162;1.0;0.7013113535419995;-1.0;0.4586500504445714;-1.0;0.6228070175438596;2.0;2.0;;;;;;1204.159789698396;0.9012046264872424;
20;;0.531462629927082;-1.0;0.6939414056465762;-1.0;0.8070175438596491;2.0;2.0;;;;;;1165.605609867917;1.0;0.7131617738107896;-1.0;0.34943122171526486;-1.0;0.6996021220159151;2.0;2.0;;;;;;1216.1732628939867;0.9061052268125691;
21;;0.5810470226768434;-1.0;0.6136330741657777;-1.0;0.75;2.0;2.0;;;;;;1167.1626473078063;1.0;0.6995428313671237;-1.0;0.3486928197915057;-1.0;0.7845673505798394;2.0;2.0;;;;;;1214.676407039127;0.9163286629300875;
22;;0.6927907447160979;-1.0;0.7531208775370114;-1.0;0.9375;2.0;2.0;;;;;;1187.4751615428522;0.9533194952839968;0.6915247349440474;-1.0;0.40910206904265456;-1.0;0.8270089285714286;2.0;2.0;;;;;;1206.0705804360969;0.923414015054492;
23;;0.5228005718896203;-1.0;0.5908736385544328;-1.0;0.75;2.0;2.0;;;;;;1155.1069038397738;1.0;0.6869041800532122;-1.0;0.4786111288448054;-1.0;0.8950220794861501;2.0;2.0;;;;;;1197.37458612932;0.9362186870448144;
24;;0.5230569113563037;-1.0;0.6139602448444669;-1.0;0.5138888888888888;2.0;2.0;;;;;;1135.8550551449825;1.0;0.6875083449921412;-1.0;0.3403564322271584;-1.0;0.5555555555555556;2.0;2.0;;;;;;1159.3556784211678;0.8978555351655654;
25;;0.6005065189683991;-1.0;0.7088161733413009;-1.0;0.8245614035087719;2.0;2.0;;;;;;1142.075701828154;1.0;0.6960272204331066;-1.0;0.5740188333375796;-1.0;0.705685618729097;2.0;2.0;;;;;;1154.4161934152157;0.9176103612620914;
26;;0.6026905778936757;-1.0;0.57626533869752;-1.0;0.6477272727272727;2.0;2.0;;;;;;1130.445838253008;1.0;0.5969569750407;-1.0;0.6300629493442816;-1.0;0.6712328767123288;2.0;2.0;;;;;;1135.6224510623224;1.0;
27;;0.6172774104842123;-1.0;0.612734407491788;-1.0;0.5135135135135135;2.0;2.0;;;;;;1166.4404651491209;1.0;0.6143386444069896;-1.0;0.6419344202090387;-1.0;0.5151515151515151;2.0;2.0;;;;;;1170.694525903154;1.0;
28;;0.6151129381176792;-1.0;0.5776311036419188;-1.0;0.611764705882353;2.0;2.0;;;;;;1168.0676478923008;1.0;0.6113525769696695;-1.0;0.7762974950740255;-1.0;0.7297297297297297;2.0;2.0;;;;;;1174.453819197946;1.0;
29;;0.6335163033878465;-1.0;0.6704002337563923;-1.0;0.6379310344827587;2.0;2.0;;;;;;1208.5518947433422;1.0;0.7301779826193846;-1.0;0.3138011122032899;-1.0;0.6645363408521303;2.0;2.0;;;;;;1185.6346463925804;0.9228594045870027;
30;;0.6342569849298962;-1.0;0.6631290018642158;-1.0;0.7230769230769231;2.0;2.0;;;;;;1183.8933329723777;1.0;0.7164626611670848;-1.0;0.46059177602172074;-1.0;0.7037037037037037;2.0;2.0;;;;;;1182.078377446279;0.9248714871593815;
31;;0.6309242741817809;-1.0;0.5643506344868903;-1.0;0.7191011235955056;2.0;2.0;;;;;;1183.2063913532086;1.0;0.7290897272801693;-1.0;0.245851152583502;-1.0;0.8378048780487805;2.0;2.0;;;;;;1195.183416831168;0.9413033780807848;
32;;0.6160913116945765;-1.0;0.6362164982407942;-1.0;0.5942028985507246;2.0;2.0;;;;;;1164.0903423974744;1.0;0.7097179514524794;-1.0;0.5089792715582016;-1.0;0.5875;2.0;2.0;;;;;;1181.8264168103144;0.9190166000376114;
33;;0.6219185558530174;-1.0;0.8026433559173567;-1.0;0.8181818181818182;2.0;2.0;;;;;;1182.8001916219318;1.0;0.7223336686227437;-1.0;0.8091419409920456;-1.0;0.875;2.0;2.0;;;;;;1206.1363015006823;0.8978498929641141;
34;;0.5505865195167761;-1.0;0.6053187736036971;-1.0;0.618421052631579;2.0;2.0;;;;;;1151.8257862019298;1.0;0.7266132020458167;-1.0;0.3126709619550705;-1.0;0.6208955223880597;2.0;2.0;;;;;;1195.358205210176;0.9245730003311246;
35;;0.6173475108279448;-1.0;0.7719614505121057;-1.0;0.9090909090909091;2.0;2.0;;;;;;1168.4826564583793;1.0;0.7334743035255995;-1.0;0.5821886716503918;-1.0;0.8485576923076923;2.0;2.0;;;;;;1194.7046733240722;0.9472954646846596;
36;;0.6004356643501257;-1.0;0.7074777405729226;-1.0;0.6382978723404256;2.0;2.0;;;;;;1173.731454435676;1.0;0.7256976154166874;-1.0;0.4527694087798315;-1.0;0.7340041279669762;2.0;2.0;;;;;;1206.9657941760722;0.9368167118124011;
37;;0.5690169584247761;-1.0;0.7068964905661511;-1.0;0.7872340425531915;2.0;2.0;;;;;;1201.3384520326117;1.0;0.7326688538457182;-1.0;0.3876956734771586;-1.0;0.750903251706142;2.0;2.0;;;;;;1247.6589768934105;0.9320920645822985;
38;;0.5725485441930545;-1.0;0.6851748571154201;-1.0;0.5614035087719298;2.0;2.0;;;;;;1171.9743377816926;1.0;0.7143638766443212;-1.0;0.4385921444449916;-1.0;0.709211986681465;2.0;2.0;;;;;;1219.9548926386285;0.9324599020852034;
39;;0.5746173183690213;-1.0;0.6619072415659084;-1.0;0.532258064516129;2.0;2.0;;;;;;1167.2125126291837;1.0;0.7014627562185434;-1.0;0.38960296805502903;-1.0;0.5136455525606469;2.0;2.0;;;;;;1216.512764578921;0.9180616177631611;
40;;0.5744129365214026;-1.0;0.6182678710048253;-1.0;0.527027027027027;2.0;2.0;;;;;;1153.562845303547;1.0;0.6947029190465839;-1.0;0.36544096112297586;-1.0;0.6479621125143513;2.0;2.0;;;;;;1198.912201418133;0.9290682405610258;
41;;0.5387450035626797;-1.0;0.6920862387085462;-1.0;0.9402985074626866;2.0;2.0;;;;;;1162.154565843114;1.0;0.7013814471066406;-1.0;0.6712850038265652;-1.0;0.8363636363636364;2.0;2.0;;;;;;1211.5668301779108;0.9349012516208546;
42;;0.5856778228062491;-1.0;0.6482799022211472;-1.0;0.7777777777777778;2.0;2.0;;;;;;1151.9924706411537;1.0;0.7005595842488712;-1.0;0.5734769786448204;-1.0;0.8847176079734219;2.0;2.0;;;;;;1200.5453748333864;0.9517110928923305;
43;;0.5890375883768222;-1.0;0.5812268510788059;-1.0;0.5569620253164557;2.0;2.0;;;;;;1134.474303988553;1.0;0.6977767432783197;-1.0;0.565085698383577;-1.0;0.6410714285714285;2.0;2.0;;;;;;1180.9414408024015;0.9282359051569333;
44;;0.5958719512133006;-1.0;0.5803171501151787;-1.0;0.5783132530120482;2.0;2.0;;;;;;1134.9610228442352;1.0;0.5941769590409458;-1.0;0.6133507194992491;-1.0;0.6216216216216216;2.0;2.0;;;;;;1142.6503036683596;1.0;
