Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
33;;0.6219185558530174;-1.0;0.8026433559173567;-1.0;0.8181818181818182;;;;;;1182.8001916219318;1.0;0.6100757049432071;-1.0;0.8458272831448111;-1.0;0.8333333333333334;;;;;;1175.5411603844007;1.0;
34;;0.5505865195167761;-1.0;0.6053187736036971;-1.0;0.618421052631579;;;;;;1151.8257862019298;1.0;0.5374888622799647;-1.0;0.6847306541758146;-1.0;0.6785714285714286;;;;;;1158.3212213219485;1.0;
35;;0.6173475108279448;-1.0;0.7719614505121057;-1.0;0.9090909090909091;;;;;;1168.4826564583793;1.0;0.6124851919289259;-1.0;0.7169968892834575;-1.0;0.9090909090909091;;;;;;1166.6445456163738;1.0;
36;;0.6004356643501257;-1.0;0.7074777405729226;-1.0;0.6382978723404256;;;;;;1173.731454435676;1.0;0.7276200265992365;-1.0;0.6194398445956772;-1.0;0.7972972972972974;;;;;;1192.7852750435197;0.9408173357698378;
37;;0.5690169584247761;-1.0;0.7068964905661511;-1.0;0.7872340425531915;;;;;;1201.3384520326117;1.0;0.5672529764688055;-1.0;0.6758146757656559;-1.0;0.7962962962962963;;;;;;1193.2340826496468;1.0;
38;;0.5725485441930545;-1.0;0.6851748571154201;-1.0;0.5614035087719298;;;;;;1171.9743377816926;1.0;0.7148680134138103;-1.0;0.6171995961965487;-1.0;0.6602272727272727;;;;;;1191.0845855795026;0.9328872921899938;
39;;0.5746173183690213;-1.0;0.6619072415659084;-1.0;0.532258064516129;;;;;;1167.2125126291837;1.0;0.5553722396158778;-1.0;0.7027457013507067;-1.0;0.5769230769230769;;;;;;1174.7814482599408;1.0;
40;;0.5744129365214026;-1.0;0.6182678710048253;-1.0;0.527027027027027;;;;;;1153.562845303547;1.0;0.6876330295638466;-1.0;0.605353031229307;-1.0;0.7538461538461538;;;;;;1165.8766889305434;0.9284912967798549;
41;;0.5387450035626797;-1.0;0.6920862387085462;-1.0;0.9402985074626866;;;;;;1162.154565843114;1.0;0.534589671864579;-1.0;0.6964215171023116;-1.0;0.9552238805970149;;;;;;1160.5306931529415;1.0;
42;;0.5856778228062491;-1.0;0.6482799022211472;-1.0;0.7777777777777778;;;;;;1151.9924706411537;1.0;0.536939024974849;-1.0;0.7018862390942413;-1.0;0.9047619047619048;;;;;;1160.470025958332;1.0;
43;;0.5890375883768222;-1.0;0.5812268510788059;-1.0;0.5569620253164557;;;;;;1134.474303988553;1.0;0.5806133056423084;-1.0;0.5913872788747946;-1.0;0.5921052631578947;;;;;;1137.763803944936;1.0;
44;;0.5958719512133006;-1.0;0.5803171501151787;-1.0;0.5783132530120482;;;;;;1134.9610228442352;1.0;0.597529079193948;-1.0;0.6971288593619844;-1.0;0.660377358490566;;;;;;1144.2793013972093;1.0;
