Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
0;;0.4102844930188615;-1.0;0.8831916682186913;-1.0;0.6666666666666666;;;;;;4545.939912021715;0.5153581255106755;0.4102844930188615;-1.0;0.8831916682186913;-1.0;0.6666666666666666;;;;;;4545.939912021715;0.5153581255106755;
1;;0.462881277058508;-1.0;0.6809351260618384;-1.0;0.8757575757575757;;;;;;347.185750265234;0.6435449667452318;0.462881277058508;-1.0;0.6809351260618384;-1.0;0.8757575757575757;;;;;;347.185750265234;0.6435449667452318;
2;;0.5318451779253817;-1.0;0.29563699244395747;-1.0;0.9322344322344323;;;;;;226.23613560340905;0.639203262941322;0.5318451779253817;-1.0;0.29563699244395747;-1.0;0.9322344322344323;;;;;;226.23613560340905;0.639203262941322;
3;;0.48668721857087305;-1.0;0.5690312998347977;-1.0;0.9015873015873016;;;;;;169.73343641420612;0.5795764876726458;0.48668721857087305;-1.0;0.5690312998347977;-1.0;0.9015873015873016;;;;;;169.73343641420612;0.5795764876726458;
4;;0.5368598266964506;0.14542854852268516;-0.01955253156463299;-0.04517931777800293;0.9495726495726498;;;;;;70.20976190715743;0.6247808596174955;0.5368598266964506;0.14542854852268516;-0.01955253156463299;-0.04517931777800293;0.9495726495726498;;;;;;70.20976190715743;0.6247808596174955;
5;;0.5282329261585551;-1.0;0.17343187370869606;-1.0;0.9061904761904762;;;;;;103.89852017885951;0.5683780681675382;0.5282329261585551;-1.0;0.17343187370869606;-1.0;0.9061904761904762;;;;;;103.89852017885951;0.5683780681675382;
6;;0.5454025415149527;-1.0;0.2932754909092803;-1.0;0.9433333333333335;;;;;;77.68144397792301;0.6610577752315732;0.5454025415149527;-1.0;0.2932754909092803;-1.0;0.9433333333333335;;;;;;77.68144397792301;0.6610577752315732;
7;;0.511803860683689;0.07524299843600624;0.07610930376183456;0.07567367183396485;0.9257936507936508;;;;;;350.4124062449069;0.5562806655453282;0.511803860683689;0.07524299843600624;0.07610930376183456;0.07567367183396485;0.9257936507936508;;;;;;350.4124062449069;0.5562806655453282;
8;;0.6156122004125211;0.4110214402395007;-0.3977570188266719;-24.650402404343303;0.8979885057471264;;;;;;81.73840274270066;0.4970384238784419;0.6156122004125211;0.4110214402395007;-0.3977570188266719;-24.650402404343303;0.8979885057471264;;;;;;81.73840274270066;0.4970384238784419;
9;;0.6436244050063655;0.5046257197377046;-0.6277773092752514;-1.0;0.9093607305936072;;;;;;34.8402070142743;0.5238859424970265;0.6436244050063655;0.5046257197377046;-0.6277773092752514;-1.0;0.9093607305936072;;;;;;34.8402070142743;0.5238859424970265;
