Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-numCluster;0-numClasses;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-numCluster;1-numClasses;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
0;;0.3777744513854293;-1.0;0.8891922915426564;-1.0;0.6666666666666666;3.0;2.0;;;;;;4546.031758200197;0.6638485877124883;0.3777744513854293;-1.0;0.8891922915426564;-1.0;0.6666666666666666;3.0;2.0;;;;;;4546.031758200197;0.6638485877124883;
1;;0.38818795171084297;-1.0;0.6809351260618384;-1.0;0.8757575757575757;13.0;2.0;;;;;;347.2560067790929;0.6435449667452318;0.38818795171084297;-1.0;0.6809351260618384;-1.0;0.8757575757575757;13.0;2.0;;;;;;347.2560067790929;0.6435449667452318;
2;;0.4327334663750918;-1.0;0.3025507400385191;-1.0;0.9370039682539683;26.0;2.0;;;;;;226.25755860083723;0.6322198909596488;0.4327334663750918;-1.0;0.3025507400385191;-1.0;0.9370039682539683;26.0;2.0;;;;;;226.25755860083723;0.6322198909596488;
3;;0.3882577019609188;-1.0;0.5690312998347977;-1.0;0.9015873015873016;24.0;2.0;;;;;;169.87675160807092;0.5795764876726458;0.3882577019609188;-1.0;0.5690312998347977;-1.0;0.9015873015873016;24.0;2.0;;;;;;169.87675160807092;0.5795764876726458;
4;;0.40144692060046805;0.14542854852268516;-0.01955253156463299;-0.04517931777800293;0.9495726495726498;41.0;2.0;;;;;;70.20976190715743;0.6247808596174955;0.40144692060046805;0.14542854852268516;-0.01955253156463299;-0.04517931777800293;0.9495726495726498;41.0;2.0;;;;;;70.20976190715743;0.6247808596174955;
5;;0.40553796372483464;-1.0;0.18848003915258926;-1.0;0.9262626262626262;34.0;2.0;;;;;;104.40531584555441;0.577011990808376;0.40553796372483464;-1.0;0.18848003915258926;-1.0;0.9262626262626262;34.0;2.0;;;;;;104.40531584555441;0.577011990808376;
6;;0.4160180345224682;-1.0;0.2932754909092803;-1.0;0.9433333333333335;33.0;2.0;;;;;;77.68144397792301;0.6610577752315732;0.4160180345224682;-1.0;0.2932754909092803;-1.0;0.9433333333333335;33.0;2.0;;;;;;77.68144397792301;0.6610577752315732;
7;;0.4450688928316372;0.04030026857637947;0.10636325348608977;0.05845308529166766;0.9209401709401711;42.0;2.0;;;;;;350.5360981628953;0.5584928446739952;0.4450688928316372;0.04030026857637947;0.10636325348608977;0.05845308529166766;0.9209401709401711;42.0;2.0;;;;;;350.5360981628953;0.5584928446739952;
8;;0.5011884459586766;0.3742605862596152;-0.3328545208691638;-6.017201921744749;0.891509433962264;67.0;2.0;;;;;;81.74801992353954;0.49559862300425805;0.5011884459586766;0.3742605862596152;-0.3328545208691638;-6.017201921744749;0.891509433962264;67.0;2.0;;;;;;81.74801992353954;0.49559862300425805;
9;;0.47808765877278525;0.4970985316205595;-0.6007016720133371;-1.0;0.9113526570048308;84.0;2.0;;;;;;34.84992767055617;0.5363594539198479;0.47808765877278525;0.4970985316205595;-0.6007016720133371;-1.0;0.9113526570048308;84.0;2.0;;;;;;34.84992767055617;0.5363594539198479;
10;;0.4598506145230352;0.4895899714984763;-0.5792669101174368;-1.0;0.8950819672131147;70.0;2.0;;;;;;68.20159357341936;0.6011379295667402;0.4598506145230352;0.4895899714984763;-0.5792669101174368;-1.0;0.8950819672131147;70.0;2.0;;;;;;68.20159357341936;0.6011379295667402;
11;;0.42564805775304126;0.2978141214483938;-0.18353648885748242;-0.9566134149538058;0.907103825136612;68.0;2.0;;;;;;121.21777914536612;0.5744655459731379;0.42564805775304126;0.2978141214483938;-0.18353648885748242;-0.9566134149538058;0.907103825136612;68.0;2.0;;;;;;121.21777914536612;0.5744655459731379;
12;;0.4353118408635711;0.0987899592687358;-0.00523408786188484;-0.011053829522595269;0.8265765765765767;46.0;2.0;;;;;;218.4675360278257;0.43814392279350833;0.4353118408635711;0.0987899592687358;-0.00523408786188484;-0.011053829522595269;0.8265765765765767;46.0;2.0;;;;;;218.4675360278257;0.43814392279350833;
13;;0.4572465535313557;0.11994580874927685;0.028763885335564954;0.046400572747832415;0.9027777777777777;58.0;2.0;;;;;;130.02627575741238;0.563836650783436;0.4572465535313557;0.11994580874927685;0.028763885335564954;0.046400572747832415;0.9027777777777777;58.0;2.0;;;;;;130.02627575741238;0.563836650783436;
14;;0.4370891008007375;0.05546136150676029;0.0774686261722558;0.06464328413158779;0.9018518518518519;60.0;2.0;;;;;;79.49724472744178;0.5502916120224324;0.4370891008007375;0.05546136150676029;0.0774686261722558;0.06464328413158779;0.9018518518518519;60.0;2.0;;;;;;79.49724472744178;0.5502916120224324;
15;;0.41783152084382347;0.2987807783678321;-0.2255981472551969;-1.842087091170761;0.8927083333333332;50.0;2.0;;;;;;76.30846765792516;0.5467279653852086;0.41783152084382347;0.2987807783678321;-0.2255981472551969;-1.842087091170761;0.8927083333333332;50.0;2.0;;;;;;76.30846765792516;0.5467279653852086;
