Nr;Event;0-CMM;0-GT cross entropy;0-FC cross entropy;0-Homogeneity;0-Completeness;0-V-Measure;0-F1-P;0-F1-R;0-Purity;0-GPrecision;0-GRecall;0-Redundancy;0-numCluster;0-numClasses;0-time per object;0-mean abs. error;0-root mean sq. er.;0-;0-Ram-Hours;0-Time;0-Memory;0-BSS;0-BSS-GT;0-BSS-Ratio;0-SilhCoeff;0-Rand statistic;1-CMM;1-GT cross entropy;1-FC cross entropy;1-Homogeneity;1-Completeness;1-V-Measure;1-F1-P;1-F1-R;1-Purity;1-GPrecision;1-GRecall;1-Redundancy;1-numCluster;1-numClasses;1-time per object;1-mean abs. error;1-root mean sq. er.;1-;1-Ram-Hours;1-Time;1-Memory;1-BSS;1-BSS-GT;1-BSS-Ratio;1-SilhCoeff;1-Rand statistic;
30;;0.40222381009249886;0.8457917455086331;0.8587343044697865;-1.0;0.8389188460824181;-1.0;0.00444406837028262;0.004239295989169064;1.0;1.0;0.015;0.0;100.0;2.0;;;;;;;;527.8734111487412;1.589460683592198;332.1085048519361;0.0;0.5302882882882883;0.5174794167487405;0.7954843804210033;0.6347639735795831;-1.0;0.7863693347375365;-1.0;0.04454858132431111;0.04454858132431111;0.7916666666666667;1.0;0.029;0.0;5.0;2.0;;;;;;;;4130.971097579594;1.589460683592198;2598.976583833175;0.976415137903689;0.5220620620620621;
31;;0.3953053860905432;0.8653046360046756;0.8546917825692327;-1.0;0.8626937955466744;-1.0;0.004150145387258789;0.004099165439371625;1.0;1.0;0.013;0.0;100.0;2.0;;;;;;;;606.9290368171518;1.51135411963361;401.579635727123;0.0;0.512972972972973;0.5617378183821694;0.6903397192649982;0.6350098911008217;-1.0;0.6843374815843679;-1.0;0.06277749721187635;0.05011300216779668;0.852991452991453;1.0;0.047;0.0;5.0;2.0;;;;;;;;4124.819714554179;1.51135411963361;2729.2212069757275;0.886153484383221;0.5257197197197198;
32;;0.41162966201200013;0.7912251857945866;0.853557538120769;-1.0;0.7899964912766353;-1.0;0.0038798920377867752;0.004024484287642183;1.0;1.0;0.02;0.0;100.0;2.0;;;;;;;;665.9859695792243;0.42948070256080084;1550.6772844699392;0.0;0.5021961961961962;0.46042710083177607;0.8687818855003645;0.6171786349632272;-1.0;0.8680096324939125;-1.0;0.059071729957805914;0.038401113205853314;0.7368421052631579;1.0;0.019;0.0;5.0;2.0;;;;;;;;4254.744638150148;0.42948070256080084;9906.719004558327;1.0;0.5053373373373373;
33;;0.41847781743927603;0.770201204671177;0.8587216815701374;-1.0;0.7609989349087458;-1.0;0.003950241938937182;0.004214050198506157;1.0;1.0;0.022;0.0;100.0;2.0;;;;;;;;697.035149786954;1.4828457687556416;470.06584533190147;0.0;0.5232712712712713;0.47758043853438426;0.9063227372936228;0.6280811410556444;-1.0;0.9025714406830522;-1.0;0.025518341307814992;0.022834737404537217;0.6666666666666666;1.0;0.012;0.0;5.0;2.0;;;;;;;;4149.702832735347;1.4828457687556416;2798.4723159831046;1.0;0.5241661661661662;
34;;0.41268507815798117;0.8017011062402437;0.8552589597565905;-1.0;0.7980491478069759;-1.0;0.003923929778687607;0.0040938061774799805;1.0;1.0;0.019;0.0;100.0;2.0;;;;;;;;792.685823965283;2.6591070752631767;298.10225821268574;0.0;0.5104564564564564;0.7271480600640878;0.29946951119493204;0.6268557048007966;-1.0;0.28656823788045604;-1.0;0.056636756097657524;0.07550621421589163;0.7177734508437521;1.0;0.106;0.0;5.0;2.0;;;;;;;;4320.365738481945;2.6591070752631767;1624.7430495270112;0.8239360393666877;0.5135795795795796;
35;;0.4123455849376062;0.7812689763806802;0.8696383580070148;-1.0;0.7538204651560296;-1.0;0.004263206466004489;0.004696177911091322;1.0;1.0;0.021;0.0;100.0;2.0;;;;;;;;852.9212491361588;9.558703400458974;89.22980590601908;0.0;0.571009009009009;0.6463214016977814;0.604954214319779;0.6593167212545743;-1.0;0.5553799998207587;-1.0;0.044646101340427326;0.05514532087958661;0.8556547619047619;1.0;0.058;0.0;5.0;2.0;;;;;;;;4753.674637219046;9.558703400458974;497.3137504183666;0.8752477732015496;0.5473073073073073;
36;;0.4120607188055124;0.797195164936756;0.8616349491732841;-1.0;0.7830866826142988;-1.0;0.0033511225616488774;0.004379370629370629;1.0;1.0;0.019;0.0;100.0;2.0;;;;;;;;908.1934626723335;0.7750950078991828;1171.7188904801499;0.0;0.5352412412412413;0.6817519258206335;0.43287767690228995;0.6430406783239655;-1.0;0.3934247946887087;-1.0;0.05070709868051099;0.10084797092671108;0.8098831985624438;1.0;0.093;0.0;5.0;2.0;;;;;;;;4263.43515069723;0.7750950078991828;5500.5323311949105;0.8716970629865597;0.5195255255255256;
37;;0.4107998555436916;0.8104543084957655;0.8635839736760555;-1.0;0.7948325639845042;-1.0;0.003815927176510081;0.004451750488715123;1.0;1.0;0.018;0.0;100.0;2.0;;;;;;;;973.3312818353911;24.75068412063138;39.32542943425363;0.0;0.5463183183183183;0.5927472652730792;0.5928422195312251;0.6509598827321603;-1.0;0.559285588558617;-1.0;0.054582348083022314;0.0544890221888079;0.8964646464646465;1.0;0.062;0.0;5.0;2.0;;;;;;;;4197.10250803324;24.75068412063138;169.57521204574178;0.8878826353199231;0.5226926926926927;
38;;0.46731819681895026;0.7787806090861966;0.8529278395532209;-1.0;0.778124599009792;-1.0;0.004505978795859276;0.009814921988496109;0.9777777777777779;1.0;0.022;0.0;100.0;2.0;;;;;;;;1034.738219267133;0.4243378153847521;2438.477509549611;0.17286294689224274;0.5023723723723724;0.5512564859325497;0.7275547269928977;0.6145032409359612;-1.0;0.726746810274462;-1.0;0.025726781995895145;0.027127031862651793;0.6039377289377289;1.0;0.035;0.0;5.0;2.0;;;;;;;;4259.79445971793;0.4243378153847521;10038.686879357014;0.7682274195770511;0.5007187187187188;
39;;0.3977576224229;0.8539207202521977;0.853102835559605;-1.0;0.8526787682827531;-1.0;0.003914556934691163;0.004038938267126187;1.0;1.0;0.014;0.0;100.0;2.0;;;;;;;;1078.311083368622;1.7212661342208668;626.4638930206576;0.0;0.5045025025025025;0.5908179585111224;0.6941595355578667;0.6224461698923163;-1.0;0.6915593093806462;-1.0;0.0416664452216761;0.044769171378613436;0.8243589743589744;1.0;0.043;0.0;5.0;2.0;;;;;;;;3878.0958266567022;1.7212661342208668;2253.0483517658513;0.8709136167295531;0.5018158158158158;
40;;0.40016867019071123;0.8335160635969812;0.8526091746331067;-1.0;0.8330528454970294;-1.0;0.003976363781794913;0.004007358822588385;1.0;1.0;0.016;0.0;100.0;2.0;;;;;;;;1099.1100868891801;1.193694882584343;920.7630047886381;0.0;0.5011951951951952;0.5806455446439203;0.6692126366176014;0.6204341869360922;-1.0;0.6682922673779944;-1.0;0.04270952790148402;0.04769307998921089;0.7309941520467836;1.0;0.047;0.0;5.0;2.0;;;;;;;;4469.280742006631;1.193694882584343;3744.072968069246;0.8898850027326366;0.5002522522522522;
41;;0.39870202800979027;0.8650949855724641;0.8518200647916206;-1.0;0.8650809706510462;-1.0;0.004033047820030068;0.003992588607973224;1.0;1.0;0.013;0.0;100.0;2.0;;;;;;;;1154.4653043099142;2.023335073030803;570.5754423465869;0.0;0.49996996996996995;0.5459610979474734;0.6692340018228755;0.631854929423815;-1.0;0.6691996394272903;-1.0;0.06599811717635291;0.043608414239482196;0.9841269841269842;1.0;0.053;0.0;5.0;2.0;;;;;;;;3757.140080746234;2.023335073030803;1856.904538860349;0.9336913798433837;0.5018958958958959;
42;;0.4049815467780181;0.8329323080178646;0.8526360738164445;-1.0;0.8323392087879542;-1.0;0.0038714688360771245;0.004011594388572161;1.0;1.0;0.016;0.0;100.0;2.0;;;;;;;;1078.4704236894183;2.7919750510114163;386.27509343206106;0.0;0.5009109109109109;0.5909799702330523;0.7461609761136504;0.6164405440736898;-1.0;0.7452598340208735;-1.0;0.030737801549576754;0.03167931298602805;0.6654761904761904;1.0;0.033;0.0;5.0;2.0;;;;;;;;4196.518898459336;2.7919750510114163;1503.0646126078784;0.8174655827359811;0.5036676676676677;
43;;0.40750842943998433;0.7992093399357618;0.8599274959499692;-1.0;0.7882716057479259;-1.0;0.003634618022219174;0.0042946783705938825;1.0;1.0;0.019;0.0;100.0;2.0;;;;;;;;1027.3319981495115;0.9337041717679753;1100.275686039028;0.0;0.5291951951951952;0.5036521784312439;0.7694286121865416;0.6350415968812944;-1.0;0.7568686228403378;-1.0;0.03391327470607229;0.041891913569354663;0.7246963562753037;1.0;0.032;0.0;5.0;2.0;;;;;;;;4293.090469133771;0.9337041717679753;4597.912913899458;0.8210152011278954;0.5287887887887888;
44;;0.41020126222754905;0.8101872735580449;0.8546209528127873;-1.0;0.8069575205855573;-1.0;0.003603946489052004;0.004086043429503517;1.0;1.0;0.018;0.0;100.0;2.0;;;;;;;;979.886703740083;0.345790091630266;2833.761659046671;0.0;0.5070170170170171;0.5391298072578076;0.84044829920414;0.6219540959058485;-1.0;0.8377334518407917;-1.0;0.017240621014205922;0.01899986805647183;0.7238095238095238;1.0;0.019;0.0;5.0;2.0;;;;;;;;4306.430580169248;0.345790091630266;12453.886575714474;0.8264430460243928;0.509033033033033;
