Nr;Event;0-CMM;0-Homogeneity;0-Completeness;0-V-Measure;0-Purity;0-time per object;0-;0-Ram-Hours;0-Time;0-Memory;0-SSQ;0-SilhCoeff;1-CMM;1-Homogeneity;1-Completeness;1-V-Measure;1-Purity;1-time per object;1-;1-Ram-Hours;1-Time;1-Memory;1-SSQ;1-SilhCoeff;
22;;0.5833596488135169;-1.0;0.7275822920832238;-1.0;0.8490566037735849;;;;;;1164.3632348542649;1.0;0.6389092525829165;-1.0;0.5377167464295814;-1.0;0.7186744073536526;;;;;;497.1570088585338;0.8854449672121387;
23;;0.5854322075370635;-1.0;0.754031756911722;-1.0;0.9818181818181818;;;;;;1157.4729581028096;1.0;0.5691719666090216;-1.0;0.61598693626805;-1.0;0.8333333333333334;;;;;;280.4139619656739;0.8694816503831679;
24;;0.518489848178018;-1.0;0.6707518638771639;-1.0;0.5614035087719298;;;;;;1135.2041736342612;1.0;0.5104434218422673;-1.0;0.6981523933053855;-1.0;0.6547364672364672;;;;;;277.6541635913397;0.7862279771742922;
25;;0.5266262176525437;-1.0;0.586853633990098;-1.0;0.573170731707317;;;;;;1137.431930758796;1.0;0.43414880010324364;-1.0;0.9613777375442978;-1.0;1.0;;;;;;868.0232428758906;0.848547956759003;
26;;0.5089866249506771;-1.0;0.9470389885659357;-1.0;0.8333333333333334;;;;;;1153.1474872184033;1.0;0.5644310473529093;-1.0;0.6632886771758144;-1.0;0.7785345717234261;;;;;;276.26742258404465;0.8729942236242725;
27;;0.6157968854873294;-1.0;0.6312097082617957;-1.0;0.5072463768115942;;;;;;1170.2493263448691;1.0;0.7151865240985865;-1.0;0.2079921428283762;-1.0;0.5918433235867446;;;;;;437.5532160453507;0.8126380691365244;
28;;0.5294928887246897;-1.0;0.7222167217659121;-1.0;0.5217391304347826;;;;;;1158.6462531743698;1.0;0.5211712617013724;-1.0;0.8138383325082056;-1.0;0.7916666666666667;;;;;;303.5904906096434;0.9456776374510274;
29;;0.618297843918405;-1.0;0.658391840684641;-1.0;0.6557377049180327;;;;;;1162.8878042966976;1.0;0.5510603027264005;-1.0;0.9064990308247887;-1.0;0.85;;;;;;301.7842493332964;0.8335108323699592;
30;;0.6120670220731476;-1.0;0.688421776244939;-1.0;0.7457627118644068;;;;;;1165.8646019177872;1.0;0.5174794167487405;-1.0;0.7863693347375365;-1.0;0.7916666666666667;;;;;;292.61657986628467;0.976415137903689;
31;;0.547638863916348;-1.0;0.6009113573826117;-1.0;0.956989247311828;;;;;;1190.1212888776392;1.0;0.5617378183821694;-1.0;0.6843374815843679;-1.0;0.852991452991453;;;;;;301.61485774421465;0.886153484383221;
32;;0.7235562720518907;-1.0;0.4106601635375381;-1.0;0.5634920634920635;;;;;;1190.247902032667;0.9179329450535664;0.46042710083177607;-1.0;0.8680096324939125;-1.0;0.7368421052631579;;;;;;298.8783884276387;1.0;
33;;0.6100757049432071;-1.0;0.8458272831448111;-1.0;0.8333333333333334;;;;;;1175.5411603844007;1.0;0.47758043853438426;-1.0;0.9025714406830522;-1.0;0.6666666666666666;;;;;;339.3764380937283;1.0;
34;;0.5374888622799647;-1.0;0.6847306541758146;-1.0;0.6785714285714286;;;;;;1158.3212213219485;1.0;0.7271480600640878;-1.0;0.28656823788045604;-1.0;0.7177734508437521;;;;;;412.14892298791887;0.8239360393666877;
35;;0.6124851919289259;-1.0;0.7169968892834575;-1.0;0.9090909090909091;;;;;;1166.6445456163738;1.0;0.6463214016977814;-1.0;0.5553799998207587;-1.0;0.8556547619047619;;;;;;289.6193668565098;0.8752477732015496;
36;;0.7276200265992365;-1.0;0.6194398445956772;-1.0;0.7972972972972974;;;;;;1192.7852750435197;0.9408173357698378;0.6817519258206335;-1.0;0.3934247946887087;-1.0;0.8098831985624438;;;;;;512.6430282011896;0.8716970629865597;
37;;0.5672529764688055;-1.0;0.6758146757656559;-1.0;0.7962962962962963;;;;;;1193.2340826496468;1.0;0.5927472652730792;-1.0;0.559285588558617;-1.0;0.8964646464646465;;;;;;312.0749076763791;0.8878826353199231;
38;;0.7065501564894336;-1.0;0.6192794510969857;-1.0;0.6370370370370371;;;;;;1180.1399443104365;0.9212592613566399;0.5512564859325497;-1.0;0.726746810274462;-1.0;0.6039377289377289;;;;;;292.3622875129206;0.7682274195770511;
39;;0.5553722396158778;-1.0;0.7027457013507067;-1.0;0.5769230769230769;;;;;;1174.7814482599408;1.0;0.5908179585111224;-1.0;0.6915593093806462;-1.0;0.8243589743589744;;;;;;292.21974545815283;0.8709136167295531;
40;;0.6971734242662475;-1.0;0.5341429456484127;-1.0;0.6869369369369369;;;;;;1171.4582384627543;0.9368895936847399;0.5806455446439203;-1.0;0.6682922673779944;-1.0;0.7309941520467836;;;;;;279.42553031493424;0.8898850027326366;
41;;0.534589671864579;-1.0;0.6964215171023116;-1.0;0.9552238805970149;;;;;;1160.5306931529415;1.0;0.5459610979474734;-1.0;0.6691996394272903;-1.0;0.9841269841269842;;;;;;275.62740603712984;0.9336913798433837;
42;;0.536939024974849;-1.0;0.7018862390942413;-1.0;0.9047619047619048;;;;;;1160.470025958332;1.0;0.5909799702330523;-1.0;0.7452598340208735;-1.0;0.6654761904761904;;;;;;293.35957632783067;0.8174655827359811;
43;;0.5284113658106783;-1.0;0.7249129923439166;-1.0;0.5333333333333333;;;;;;1161.383433127649;1.0;0.5036521784312439;-1.0;0.7568686228403378;-1.0;0.7246963562753037;;;;;;295.79587456113785;0.8210152011278954;
44;;0.597529079193948;-1.0;0.6971288593619844;-1.0;0.660377358490566;;;;;;1144.2793013972093;1.0;0.5391298072578076;-1.0;0.8377334518407917;-1.0;0.7238095238095238;;;;;;283.6542990654325;0.8264430460243928;
