Nr;Event;0-CMM;0-GT cross entropy;0-FC cross entropy;0-Homogeneity;0-Completeness;0-V-Measure;0-F1-P;0-F1-R;0-Purity;0-GPrecision;0-GRecall;0-Redundancy;0-numCluster;0-numClasses;0-time per object;0-mean abs. error;0-root mean sq. er.;0-;0-Ram-Hours;0-Time;0-Memory;0-BSS;0-BSS-GT;0-BSS-Ratio;0-SilhCoeff;0-Rand statistic;1-CMM;1-GT cross entropy;1-FC cross entropy;1-Homogeneity;1-Completeness;1-V-Measure;1-F1-P;1-F1-R;1-Purity;1-GPrecision;1-GRecall;1-Redundancy;1-numCluster;1-numClasses;1-time per object;1-mean abs. error;1-root mean sq. er.;1-;1-Ram-Hours;1-Time;1-Memory;1-BSS;1-BSS-GT;1-BSS-Ratio;1-SilhCoeff;1-Rand statistic;
13;;0.612720195737744;0.3029775609259878;0.8589693893145991;-1.0;0.302969516085155;-1.0;0.009872542044085386;0.019790239893554572;0.9445402298850575;1.0;0.079;0.0;100.0;2.0;;;;;;;;21025.91853588625;1.4736667279941902;14267.756838416686;0.694626850928771;0.5012452452452453;0.47319728602953004;0.817138140219503;0.6164045513337322;-1.0;0.8171360296783299;-1.0;0.03495409724583475;0.032860055745739566;0.7941176470588236;1.0;0.025;0.0;5.0;2.0;;;;;;;;3150.3759515206434;1.4736667279941902;2137.7804707639866;0.8331137771346326;0.4996136136136136;
14;;0.7009377235586943;0.027603228682002268;0.8617473995902565;0.1114917952493163;0.011933893940774487;0.021560037760416362;0.007860115160714104;0.024233716475095788;0.8861111111111111;1.0;0.106;0.0;100.0;2.0;;;;;;;;18300.9539519213;3.861109733939222;4739.817102595037;0.4873003844316455;0.5056556556556556;0.3678794411714412;1.0;0.6192821326191471;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;;;;;;;;3595.018855999152;3.861109733939222;931.0843523557161;0.5;0.5104624624624624;
15;;0.6847836534065965;0.03435936520192118;0.8646916568134473;0.1392391987094861;0.016575708455811022;0.029624743940330916;0.007393747273808868;0.017973408541498793;0.9372549019607842;1.0;0.104;0.0;100.0;2.0;;;;;;;;18277.978945877694;2.727473230860493;6701.43293766119;0.5598499325905881;0.5109449449449449;0.5136174220793421;0.7165953259888023;0.623648905166851;-1.0;0.7113760225945202;-1.0;0.03362200223516205;0.042173737838926945;0.8071428571428573;1.0;0.039;0.0;5.0;2.0;;;;;;;;3463.002214913319;2.727473230860493;1269.6741349211238;0.8398824746833091;0.506018018018018;
16;;0.6970802236318885;-0.20994677629900504;0.8705094697888056;0.3318824894323612;-0.2835136874081641;-3.8906577970692098;0.01039508674093649;0.02292046144505161;0.8988636363636364;1.0;0.136;0.0;100.0;2.0;;;;;;;;22185.556037566308;0.9964560462107634;22264.460255855352;0.6497587942040728;0.5201601601601602;0.5038401680843312;0.7540353613441437;0.6374987209203811;-1.0;0.7390802748374955;-1.0;0.02555717873206358;0.030627883981542522;0.8041666666666667;1.0;0.032;0.0;5.0;2.0;;;;;;;;3444.077368399172;0.9964560462107634;3456.326429546;0.8921052969961991;0.5291131131131132;
17;;0.5711196187185866;0.2975987941074292;0.8604586072028844;-1.0;0.28220435110364384;-1.0;0.005912670721555482;0.01158735332464146;0.9291666666666668;1.0;0.073;0.0;100.0;2.0;;;;;;;;26121.104467032805;0.5981624394331564;43668.914570741435;0.5382350171980745;0.5035995995995995;0.5462664058625446;0.6281568940495262;0.6224268418949849;-1.0;0.6200072532845577;-1.0;0.03642195742620114;0.048369853665933736;0.6547049441786285;1.0;0.052;0.0;5.0;2.0;;;;;;;;3131.6099484708884;0.5981624394331564;5235.383805506966;0.7808241162706975;0.5097877877877878;
18;;0.6363053184358627;0.48536824136336687;0.8664889113886182;-1.0;0.45161771506737136;-1.0;0.006488524865651739;0.014543216465382926;0.9898989898989898;1.0;0.054;0.0;100.0;2.0;;;;;;;;19188.265465355715;1.350922364936165;14203.825448002273;0.5391139533905306;0.5348788788788789;0.5865644163667608;0.7247536016680916;0.6442842293096696;-1.0;0.7067024210930926;-1.0;0.08518074234699763;0.10232076611163834;0.851063829787234;1.0;0.049;0.0;5.0;2.0;;;;;;;;3733.482196286024;1.350922364936165;2763.6541471148435;0.9446838523216456;0.5521161161161161;
19;;0.6475133916045726;0.3742301639734964;0.8588352356828911;-1.0;0.3741145799322788;-1.0;0.005985300663978092;0.01392389112903226;0.9821428571428571;1.0;0.065;0.0;100.0;2.0;;;;;;;;9912.335967236892;0.2516147802979585;39394.88751614214;0.5135098974257332;0.49992792792792795;0.47635884329116096;0.9527090068140311;0.6138891812727603;-1.0;0.9527002718386601;-1.0;0.00788777256592292;0.00788777256592292;0.875;1.0;0.005;0.0;5.0;2.0;;;;;;;;3717.635049481691;0.2516147802979585;14775.10599766565;0.571307121500952;0.4996016016016016;
20;;0.6270433303032759;0.4253744520606184;0.8586280654094391;-1.0;0.4201163006980677;-1.0;0.0057329780507483045;0.012512800819252434;0.969298245614035;1.0;0.059;0.0;100.0;2.0;;;;;;;;13346.479530159613;2.91169633892674;4583.747058966721;0.47966101517704024;0.5027327327327328;0.49463585801480514;0.9657742637072793;0.6179690114408591;-1.0;0.9654610787078178;-1.0;0.014285714285714287;0.0071428571428571435;1.0;1.0;0.004;0.0;5.0;2.0;;;;;;;;3111.6099741227777;2.91169633892674;1068.658820126046;1.0;0.504912912912913;
21;;0.6796487202456873;0.2654536728655418;0.8804020802080409;-1.0;0.13291649837075703;-1.0;0.005890998396016251;0.012725828866388723;0.9795454545454546;1.0;0.076;0.0;100.0;2.0;;;;;;;;17186.794275744123;2.281206623658013;7534.080471932157;0.5374325202514066;0.564028028028028;0.4283815776272083;0.9596313010706785;0.6727641710403758;-1.0;0.9523474129121261;-1.0;0.004120879120879121;0.006370441153049848;0.75;1.0;0.004;0.0;5.0;2.0;;;;;;;;3340.290901676662;2.281206623658013;1464.264949538136;0.6373949603122713;0.599951951951952;
22;;0.6709126620477477;0.2561843437456556;0.8620515465325509;-1.0;0.24452637214439243;-1.0;0.007133811770071989;0.01733943848656465;0.9625;1.0;0.08;0.0;100.0;2.0;;;;;;;;21388.33994537705;1.627942404613008;13138.265754838823;0.6477333297161083;0.5011351351351352;0.6389092525829165;0.5448503972191674;0.6316598921725194;-1.0;0.5377167464295814;-1.0;0.0606050724322875;0.10910836177474403;0.7186744073536526;1.0;0.076;0.0;5.0;2.0;;;;;;;;4056.8256581505957;1.627942404613008;2491.9958142591527;0.8854449672121387;0.5205485485485486;
23;;0.5552160646935531;0.6671141724536018;0.8578044338442687;-1.0;0.6563094348733419;-1.0;0.005455601646792111;0.009959336154456494;0.9531746031746031;1.0;0.034;0.0;100.0;2.0;;;;;;;;25650.423595125318;4.126738238459759;6215.66528161935;0.3495595895014888;0.5179219219219219;0.5691719666090216;0.6280593083434554;0.6397596968578656;-1.0;0.61598693626805;-1.0;0.059643580009556794;0.07478347768154564;0.8333333333333334;1.0;0.059;0.0;5.0;2.0;;;;;;;;3576.6026019938317;4.126738238459759;866.6899607688088;0.8694816503831679;0.5273013013013013;
24;;0.6245963673853185;0.5808472894850905;0.8627991498192288;-1.0;0.5615078711947978;-1.0;0.006802321858436416;0.01268706911047587;0.9423076923076923;1.0;0.044;0.0;100.0;2.0;;;;;;;;27369.78686909834;4.128424205841858;6629.5965493006215;0.590862671559141;0.5328548548548548;0.5104434218422673;0.7114651912835317;0.6314846565278733;-1.0;0.6981523933053855;-1.0;0.029555648268118614;0.03510730231888233;0.6547364672364672;1.0;0.038;0.0;5.0;2.0;;;;;;;;4128.2923512436;4.128424205841858;999.9680617611748;0.7862279771742922;0.525049049049049;
25;;0.624756277175768;0.4255799116900605;0.8599529771630944;-1.0;0.41993686107120776;-1.0;0.008800867301356274;0.020903149138443256;0.9755747126436781;1.0;0.064;0.0;100.0;2.0;;;;;;;;16734.80778674837;3.763134129161538;4447.039943930206;0.6640739101874366;0.5109149149149149;0.43414880010324364;0.9617534679905637;0.6182165765181429;-1.0;0.9613777375442978;-1.0;0.0071428571428571435;0.0035714285714285718;1.0;1.0;0.004;0.0;5.0;2.0;;;;;;;;3252.9873900246735;3.763134129161538;864.4356747255963;0.848547956759003;0.5053293293293293;
26;;0.6457904803997118;0.34401513901107394;0.8619358252582405;-1.0;0.32822883144809545;-1.0;0.007308810662647823;0.01877088184671459;0.9342592592592592;1.0;0.07;0.0;100.0;2.0;;;;;;;;13960.966284162532;5.513337199761424;2532.217018173069;0.5633612597939078;0.5165765765765766;0.5644310473529093;0.6712012354261156;0.6265027885568604;-1.0;0.6632886771758144;-1.0;0.039576298773026604;0.04595009286925624;0.7785345717234261;1.0;0.046;0.0;5.0;2.0;;;;;;;;4051.5682487822496;5.513337199761424;734.8667607266196;0.8729942236242725;0.5073573573573573;
27;;0.6965234154145401;0.2790501430527642;0.86367602161856;-1.0;0.261700449704511;-1.0;0.0078013299438444575;0.022689075630252103;0.9897435897435898;1.0;0.079;0.0;100.0;2.0;;;;;;;;16673.441627584245;8.268882516882584;2016.4080930575644;0.6441928715094105;0.5127227227227227;0.7151865240985865;0.22660395621202956;0.6242873174987642;-1.0;0.2079921428283762;-1.0;0.07058504034202326;0.09186732556706959;0.5918433235867446;1.0;0.124;0.0;5.0;2.0;;;;;;;;4616.6597096726055;8.268882516882584;558.3172454375507;0.8126380691365244;0.5144244244244244;
28;;0.594423292343132;0.6328222397229926;0.8619563877053689;-1.0;0.6170225950882244;-1.0;0.007024286124265663;0.01521276151501232;1.0;1.0;0.039;0.0;100.0;2.0;;;;;;;;18242.604771565573;0.8336610908425186;21882.51913391945;0.6431874237768036;0.5265145145145145;0.5211712617013724;0.8215183892250341;0.6373561279320226;-1.0;0.8138383325082056;-1.0;0.053254742809289136;0.043366968244097165;0.7916666666666667;1.0;0.026;0.0;5.0;2.0;;;;;;;;3740.7074606618917;0.8336610908425186;4487.08414216794;0.9456776374510274;0.5359299299299299;
29;;0.633228642479134;0.4220425534211496;0.8638976867172848;-1.0;0.40328333321382137;-1.0;0.010087036579056649;0.020679008554148292;0.9903846153846154;1.0;0.065;0.0;100.0;2.0;;;;;;;;20869.84469191211;1.2731817404048376;16391.881873263483;0.8030192769315708;0.5192892892892893;0.5510603027264005;0.9094384581409438;0.6259374148077352;-1.0;0.9064990308247887;-1.0;0.013919543153455477;0.0187898140273744;0.85;1.0;0.011;0.0;5.0;2.0;;;;;;;;3916.6059234555287;1.2731817404048376;3076.23475829158;0.8335108323699592;0.5199299299299299;
30;;0.7349311814304111;0.031405101534861646;0.8689523459446933;0.17167670771262156;-0.011764152561510421;-0.025259192173880785;0.012132936614076278;0.032280572897539474;0.9519607843137255;1.0;0.114;0.0;100.0;2.0;;;;;;;;17175.685148751592;1.589460683592198;10805.983014272717;0.7840971651781765;0.5114874874874875;0.5174794167487405;0.7954843804210033;0.6347639735795831;-1.0;0.7863693347375365;-1.0;0.04454858132431111;0.04454858132431111;0.7916666666666667;1.0;0.029;0.0;5.0;2.0;;;;;;;;4130.971097579594;1.589460683592198;2598.976583833175;0.976415137903689;0.5220620620620621;
31;;0.7059829333780314;0.1334508011871901;0.8646423065759045;0.04761116094042783;0.11665421933016684;0.0676228040474427;0.012636151692601532;0.039746989282952165;0.9490740740740741;1.0;0.103;0.0;100.0;2.0;;;;;;;;16937.414640287076;1.51135411963361;11206.781005363011;0.7473035169226557;0.5114474474474474;0.5617378183821694;0.6903397192649982;0.6350098911008217;-1.0;0.6843374815843679;-1.0;0.06277749721187635;0.05011300216779668;0.852991452991453;1.0;0.047;0.0;5.0;2.0;;;;;;;;4124.819714554179;1.51135411963361;2729.2212069757275;0.886153484383221;0.5257197197197198;
32;;0.6850617129064216;0.09481105141965929;0.8620865129132753;0.06403527959334443;0.08948377713581579;0.07465025919315822;0.00956684705628292;0.027799949917050117;0.947008547008547;1.0;0.102;0.0;100.0;2.0;;;;;;;;17826.100690557447;0.42948070256080084;41506.17381472183;0.639591047245128;0.5057197197197197;0.46042710083177607;0.8687818855003645;0.6171786349632272;-1.0;0.8680096324939125;-1.0;0.059071729957805914;0.038401113205853314;0.7368421052631579;1.0;0.019;0.0;5.0;2.0;;;;;;;;4254.744638150148;0.42948070256080084;9906.719004558327;1.0;0.5053373373373373;
33;;0.6354399908511951;0.40865453131384855;0.86132702154871;-1.0;0.3849741611976576;-1.0;0.007102188058555568;0.018321361558617612;0.9076984126984127;1.0;0.063;0.0;100.0;2.0;;;;;;;;21037.433556042106;1.4828457687556416;14187.202741722811;0.5351734383748875;0.5202602602602603;0.47758043853438426;0.9063227372936228;0.6280811410556444;-1.0;0.9025714406830522;-1.0;0.025518341307814992;0.022834737404537217;0.6666666666666666;1.0;0.012;0.0;5.0;2.0;;;;;;;;4149.702832735347;1.4828457687556416;2798.4723159831046;1.0;0.5241661661661662;
34;;0.6256066602507752;0.4749988423925199;0.8588332930935239;-1.0;0.465330193371599;-1.0;0.007844464562938993;0.022598530795252106;0.9135802469135802;1.0;0.057;0.0;100.0;2.0;;;;;;;;24921.882718987395;2.6591070752631767;9372.274983142916;0.5212484086519137;0.5163903903903904;0.7271480600640878;0.29946951119493204;0.6268557048007966;-1.0;0.28656823788045604;-1.0;0.056636756097657524;0.07550621421589163;0.7177734508437521;1.0;0.106;0.0;5.0;2.0;;;;;;;;4320.365738481945;2.6591070752631767;1624.7430495270112;0.8239360393666877;0.5135795795795796;
35;;0.6544348305024819;0.46493320157278617;0.87266311085779;-1.0;0.3977877789457328;-1.0;0.006825743503592527;0.022846407624633434;0.99;1.0;0.058;0.0;100.0;2.0;;;;;;;;18041.38542216097;9.558703400458974;1887.4301949043306;0.518091799226179;0.5554694694694695;0.6463214016977814;0.604954214319779;0.6593167212545743;-1.0;0.5553799998207587;-1.0;0.044646101340427326;0.05514532087958661;0.8556547619047619;1.0;0.058;0.0;5.0;2.0;;;;;;;;4753.674637219046;9.558703400458974;497.3137504183666;0.8752477732015496;0.5473073073073073;
36;;0.7246242312275446;0.19487901547638942;0.868177226964727;-1.0;0.13886932924751594;-1.0;0.008432878150791452;0.017611009568863564;0.9301801801801803;1.0;0.088;0.0;100.0;2.0;;;;;;;;15861.566868135604;0.7750950078991828;20464.029191888087;0.6176329129582003;0.5260960960960961;0.6817519258206335;0.43287767690228995;0.6430406783239655;-1.0;0.3934247946887087;-1.0;0.05070709868051099;0.10084797092671108;0.8098831985624438;1.0;0.093;0.0;5.0;2.0;;;;;;;;4263.43515069723;0.7750950078991828;5500.5323311949105;0.8716970629865597;0.5195255255255256;
37;;0.6902188856006228;0.42807490302285034;0.8685967515218603;-1.0;0.38093868128311337;-1.0;0.0065656407183302505;0.022204765645456925;0.9754901960784315;1.0;0.061;0.0;100.0;2.0;;;;;;;;16254.072689528566;24.75068412063138;656.7120573438893;0.5494974201675317;0.5384604604604605;0.5927472652730792;0.5928422195312251;0.6509598827321603;-1.0;0.559285588558617;-1.0;0.054582348083022314;0.0544890221888079;0.8964646464646465;1.0;0.062;0.0;5.0;2.0;;;;;;;;4197.10250803324;24.75068412063138;169.57521204574178;0.8878826353199231;0.5226926926926927;
38;;0.754097848200648;0.08617261661505904;0.8630089517532564;0.0867479532229336;0.08346272771644758;0.08507363650561237;0.010361872726289616;0.025889258462140484;0.9409909909909909;1.0;0.104;0.0;100.0;2.0;;;;;;;;19722.50092294445;0.4243378153847521;46478.30150386627;0.7178565610166042;0.5006886886886887;0.5512564859325497;0.7275547269928977;0.6145032409359612;-1.0;0.726746810274462;-1.0;0.025726781995895145;0.027127031862651793;0.6039377289377289;1.0;0.035;0.0;5.0;2.0;;;;;;;;4259.79445971793;0.4243378153847521;10038.686879357014;0.7682274195770511;0.5007187187187188;
39;;0.7238247705434637;0.009476339066814554;0.8651446701727697;0.17183466275018655;0.0010550022858474284;0.0020971289631625443;0.009756445080333277;0.032257938140291084;0.9224806201550388;1.0;0.113;0.0;100.0;2.0;;;;;;;;17721.675448327915;1.7212661342208668;10295.720746489707;0.6435675720140914;0.5122742742742743;0.5908179585111224;0.6941595355578667;0.6224461698923163;-1.0;0.6915593093806462;-1.0;0.0416664452216761;0.044769171378613436;0.8243589743589744;1.0;0.043;0.0;5.0;2.0;;;;;;;;3878.0958266567022;1.7212661342208668;2253.0483517658513;0.8709136167295531;0.5018158158158158;
40;;0.6797818963878972;0.2223973158399778;0.857550686521247;-1.0;0.2202337459145165;-1.0;0.007649745317511182;0.015933295133469007;0.8949074074074075;1.0;0.084;0.0;100.0;2.0;;;;;;;;19972.11091941069;1.193694882584343;16731.336634510135;0.48500408046171994;0.5008508508508509;0.5806455446439203;0.6692126366176014;0.6204341869360922;-1.0;0.6682922673779944;-1.0;0.04270952790148402;0.04769307998921089;0.7309941520467836;1.0;0.047;0.0;5.0;2.0;;;;;;;;4469.280742006631;1.193694882584343;3744.072968069246;0.8898850027326366;0.5002522522522522;
41;;0.6980980789372306;0.3677845402636025;0.8572075239306172;-1.0;0.36771886108907337;-1.0;0.007324839833253127;0.0178168643261893;0.9343434343434343;1.0;0.068;0.0;100.0;2.0;;;;;;;;21730.35678230554;2.023335073030803;10739.87055923224;0.5394527330431285;0.4995775775775776;0.5459610979474734;0.6692340018228755;0.631854929423815;-1.0;0.6691996394272903;-1.0;0.06599811717635291;0.043608414239482196;0.9841269841269842;1.0;0.053;0.0;5.0;2.0;;;;;;;;3757.140080746234;2.023335073030803;1856.904538860349;0.9336913798433837;0.5018958958958959;
42;;0.5927943762925981;0.7113215867543579;0.8540655381959948;-1.0;0.7102967629685235;-1.0;0.005138061019975893;0.009858863424691337;0.9523809523809523;1.0;0.029;0.0;100.0;2.0;;;;;;;;17584.499586105037;2.7919750510114163;6298.229484441455;0.4100364472926552;0.5015795795795795;0.5909799702330523;0.7461609761136504;0.6164405440736898;-1.0;0.7452598340208735;-1.0;0.030737801549576754;0.03167931298602805;0.6654761904761904;1.0;0.033;0.0;5.0;2.0;;;;;;;;4196.518898459336;2.7919750510114163;1503.0646126078784;0.8174655827359811;0.5036676676676677;
43;;0.7062879013120769;0.08739257770834785;0.8696159606530488;0.12560049059045564;0.03767982015439175;0.057969070185654184;0.009291453799109438;0.029170323928944614;0.9508692365835223;1.0;0.103;0.0;100.0;2.0;;;;;;;;15711.983882835144;0.9337041717679753;16827.58239484396;0.5916930744723518;0.5274574574574574;0.5036521784312439;0.7694286121865416;0.6350415968812944;-1.0;0.7568686228403378;-1.0;0.03391327470607229;0.041891913569354663;0.7246963562753037;1.0;0.032;0.0;5.0;2.0;;;;;;;;4293.090469133771;0.9337041717679753;4597.912913899458;0.8210152011278954;0.5287887887887888;
44;;0.7167923070715905;0.18753134372663094;0.8632006624945328;-1.0;0.17370680673777705;-1.0;0.007263250386659352;0.01795164637186932;0.9503703703703703;1.0;0.087;0.0;100.0;2.0;;;;;;;;14499.936321355755;0.345790091630266;41932.769828638484;0.568740689327128;0.508018018018018;0.5391298072578076;0.84044829920414;0.6219540959058485;-1.0;0.8377334518407917;-1.0;0.017240621014205922;0.01899986805647183;0.7238095238095238;1.0;0.019;0.0;5.0;2.0;;;;;;;;4306.430580169248;0.345790091630266;12453.886575714474;0.8264430460243928;0.509033033033033;
